crop,symptoms_text,disease,label,severity,treatment,prevention,source,crop_hi,disease_hi,symptoms_hi,treatment_hi,disease_mr,symptoms_mr,treatment_mr
banana,Leaves turn yellow mainly around the rust spots.,Panama Disease,panama_disease,low,Drench soil with copper oxychloride at 3 g per litre,Fusarium oxysporum f.sp. cubense,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),केला,पनामा रोग,पत्तियाँ मुख्यतः जंग वाले स्थानों के आसपास पीली हो जाती हैं।,मिट्टी को 3 ग्राम प्रति लीटर कॉपर ऑक्सीक्लोराइड से गीला करें,पनामा मर रोग,मुख्यतः गंजलेल्या डागांच्या आसपास पाने पिवळी पडतात.,कॉपर ऑक्सिक्लोराईड 3 ग्रॅम प्रति लिटर या प्रमाणात माती भिजवा
sugarcane,"Before pod formation, the pegs show watery brown rot.",Smut,smut,low,Soak setts in Triadimefon 25 WP at 0.1% solution before planting,Sporisorium scitamineum,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),गन्ना,कंडुआ रोग,"फलियाँ बनने से पहले, खूंटियों पर पानी जैसा भूरा सड़न दिखाई देता है।",रोपण से पहले सेटों को ट्रायडाइमफ़ोन 25 WP में 0.1% घोल में भिगोएँ,कानी,"शेंगा तयार होण्यापूर्वी, खुंटांवर पाणचट तपकिरी रॉट दिसून येते.",लागवडीपूर्वी ट्रायडाइमफोन 25 डब्ल्यूपी 0.1% द्रावणात भिजवा
maize,The infected seeds look blackened and cracked on the surface.,Common Rust,common_rust,high,Apply fungicide at booting stage as preventive measure,Puccinia sorghi,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),मक्का,सामान्य गेरूआ,संक्रमित बीज सतह पर काले और टूटे हुए दिखते हैं।,Apply fungicide at booting stage as preventive measure,तांबेरा,संक्रमित बिया पृष्ठभागावर काळे आणि भेगा पडलेल्या दिसतात.,प्रतिबंधात्मक उपाय म्हणून बुरशीनाशक बुटण्याच्या टप्प्यावर लावा
groundnut,Olive-brown spores develop over the lesions clearly.,Peg Rot,peg_rot,low,Rotate crop with non-host cereal crop for 2 or more seasons,Pythium myriotylum,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),मूंगफली,पेग रोट,जैतून-भूरे रंग के बीजाणु घावों पर स्पष्ट रूप से विकसित होते हैं।,2 या अधिक मौसमों के लिए गैर-मेज़बान अनाज वाली फसल के साथ फसल को घुमाएँ,आर्या कूज,जैतून-तपकिरी बीजाणू जखमांवर स्पष्टपणे विकसित होतात.,यजमान नसलेल्या तृणधान्य पिकासह 2 किंवा अधिक हंगामासाठी पीक फिरवा
wheat,"During severe infection, shoots start dying back very fast.",Karnal Bunt,karnal_bunt,low,Spray Propiconazole at ear emergence for ear protection,Tilletia indica,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),गेहूँ,करनाल बंट,"गंभीर संक्रमण के दौरान, अंकुर बहुत तेजी से मरने लगते हैं।",कान की सुरक्षा के लिए कान निकलने पर प्रोपीकोनाज़ोल का छिड़काव करें,कर्नाल बंट,"गंभीर संसर्गादरम्यान, कोंब खूप लवकर मरतात.",कानाच्या सुरक्षेसाठी प्रोपिकोनाझोलची फवारणी कानात येताच
onion,Grey to brown spots can be seen on the underside of leaves.,Stemphylium Blight,stemphylium_blight,low,Apply Tebuconazole 250 EC at 750 ml per hectare foliar,Stemphylium vesicarium,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),प्याज,स्टेमफिलियम ब्लाइट,पत्तियों की निचली सतह पर भूरे से भूरे रंग के धब्बे देखे जा सकते हैं।,टेबुकोनाजोल 250 ईसी 750 मिलीलीटर प्रति हेक्टेयर की दर से पत्ते पर लगाएं,स्टेमफिलियम करपा,पानांच्या खालच्या बाजूला राखाडी ते तपकिरी डाग दिसू शकतात.,टेबुकोनाझोल 250 EC 750 मिली प्रति हेक्टरी पर्णपाती या प्रमाणात द्या
sugarcane,New leaves are coming out pale yellow instead of green.,Leaf Scald,leaf_scald,high,Apply Copper oxychloride 50 WP at 3 gram per liter spray,Xanthomonas albilineans,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),गन्ना,लीफ स्काल्ड,नये पत्ते हरे की बजाय हल्के पीले रंग के निकल रहे हैं।,कॉपर ऑक्सीक्लोराइड 50 डब्लूपी 3 ग्राम प्रति लीटर की दर से छिड़काव करें,पानावरील पांढरे पट्टे,नवीन पाने हिरव्या ऐवजी फिकट पिवळी पडत आहेत.,कॉपर ऑक्सिक्लोराईड 50 डब्ल्यूपी 3 ग्रॅम प्रति लिटर या प्रमाणात फवारणी करावी
soyabean,Young leaves appear light yellow-green rather than dark green.,Soybean Rust,soybean_rust,low,Spray Tebuconazole 250 EC at 750 ml per hectare dose,Phakopsora pachyrhizi,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),सोयाबीन,सोयाबीन रस्ट,नई पत्तियाँ गहरे हरे रंग की बजाय हल्के पीले-हरे रंग की दिखाई देती हैं।,टेबुकोनाजोल 250 ईसी 750 मिलीलीटर प्रति हेक्टेयर की मात्रा में छिड़काव करें,सोयाबीनवरील तांबेरा,कोवळी पाने गडद हिरव्या ऐवजी हलकी पिवळी-हिरवी दिसतात.,टेबुकोनाझोल 250 EC 750 मिली प्रति हेक्टरी या प्रमाणात फवारणी करावी
banana,The sheath has spots with a grey center and brown edges.,Panama Disease,panama_disease,high,Remove and destroy infected plants with their corms,Fusarium oxysporum f.sp. cubense,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),केला,पनामा रोग,आवरण पर भूरे केंद्र और भूरे किनारों वाले धब्बे होते हैं।,संक्रमित पौधों को उनके कीड़ों सहित हटा दें और नष्ट कर दें,पनामा मर रोग,आवरणावर राखाडी मध्यभागी आणि तपकिरी कडा असलेले डाग असतात.,संक्रमित झाडे त्यांच्या कोर्म्ससह काढून टाका आणि नष्ट करा
banana,"Inside the stem, dark brown to black dead streaks are visible.",Banana Bunchy Top Virus,banana_bunchy_top_virus,high,Use reflective plastic mulch to repel aphid insects,Banana bunchy top virus,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),केला,बंची टॉप,तने के अंदर गहरे भूरे से काले रंग की मृत धारियाँ दिखाई देती हैं।,एफिड कीटों को दूर भगाने के लिए परावर्तक प्लास्टिक गीली घास का उपयोग करें,बंची टॉप,देठाच्या आत गडद तपकिरी ते काळ्या मृत रेषा दिसतात.,ऍफिड कीटकांना दूर करण्यासाठी परावर्तित प्लास्टिक आच्छादनाचा वापर करा
rice,Fungal growth appears on the leaf surface during cool nights.,Sheath Blight,sheath_blight,moderate,Spray Tebuconazole and use narrow-leaf resistant variety,Rhizoctonia solani,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),चावल,शीथ ब्लाइट,ठंडी रातों के दौरान पत्ती की सतह पर फफूंद की वृद्धि दिखाई देती है।,टेबुकोनाज़ोल का छिड़काव करें और संकरी पत्ती प्रतिरोधी किस्म का उपयोग करें,पर्णकोश करपा,थंड रात्री पानांच्या पृष्ठभागावर बुरशीची वाढ दिसून येते.,टेबुकोनाझोलची फवारणी करा आणि अरुंद पानांना प्रतिरोधक जाती वापरा
groundnut,Bacterial spots form equally on both sides of the leaves.,Bud Necrosis Disease,bud_necrosis_disease,high,Remove infected plants at early stage to reduce virus spread,Groundnut bud necrosis virus,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),मूंगफली,कली ऊतकक्षय रोग,पत्तियों के दोनों ओर जीवाणु के धब्बे समान रूप से बनते हैं।,वायरस के प्रसार को कम करने के लिए संक्रमित पौधों को प्रारंभिक अवस्था में ही हटा दें,शेंडा मर,पानांच्या दोन्ही बाजूंना समान रीतीने जीवाणूजन्य डाग तयार होतात.,विषाणूचा प्रादुर्भाव कमी करण्यासाठी प्रादुर्भावग्रस्त झाडे लवकर काढून टाका
onion,"Leaf tips turn yellow, and the whole plant starts wilting.",Downy Mildew,downy_mildew,low,Spray Metalaxyl plus Mancozeb at 2.5 gram per liter water,Peronospora destructor,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),प्याज,डाउनी मिल्ड्यू,पत्तियों की नोकें पीली पड़ जाती हैं और पूरा पौधा मुरझाने लगता है।,मेटालैक्सिल प्लस मैंकोजेब 2.5 ग्राम प्रति लीटर पानी में घोलकर छिड़काव करें,केवडा,पानांच्या टिपा पिवळ्या होतात आणि संपूर्ण झाड कोमेजायला लागते.,मेटालॅक्सिल अधिक मॅन्कोझेब २.५ ग्रॅम प्रति लिटर पाण्यात फवारावे
soyabean,The rot slowly spreads from the neck region into inner layers.,Bacterial Pustule,bacterial_pustule,low,Avoid working in field when plants are wet after rain,Xanthomonas axonopodis,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),सोयाबीन,जीवाणु पुस्टूल,सड़ांध धीरे-धीरे गर्दन क्षेत्र से भीतरी परतों तक फैल जाती है।,बारिश के बाद जब पौधे गीले हों तो खेत में काम करने से बचें,जिवाणूजन्य फोड,हा सड हळूहळू मानेच्या भागातून आतील थरांमध्ये पसरतो.,पावसानंतर झाडे ओली असताना शेतात काम करणे टाळा
wheat,Small orange-brown raised spots are scattered on leaves.,Yellow Rust,yellow_rust,low,Apply sulfur dust at 20 kg per hectare on crop,Puccinia striiformis,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),गेहूँ,पीली गेरुआ,पत्तियों पर छोटे-छोटे नारंगी-भूरे रंग के उभरे हुए धब्बे बिखरे हुए हैं।,फसल पर 20 किलोग्राम प्रति हेक्टेयर सल्फर डस्ट डालें,पिवळा,लहान नारिंगी-तपकिरी उठलेले ठिपके पानांवर पसरलेले असतात.,पिकावर हेक्टरी 20 किलो गंधक धुरळणी करावी
onion,The sugar content and juice quality drop in infected canes.,Neck Rot,neck_rot,high,Remove and discard infected bulbs from storage immediately,Botrytis allii,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),प्याज,गर्दन सड़न,संक्रमित गन्ने में चीनी की मात्रा और रस की गुणवत्ता कम हो जाती है।,संक्रमित बल्बों को तुरंत भंडारण से हटा दें और हटा दें,मान कुजणे,संक्रमित उसामध्ये साखरेचे प्रमाण आणि रसाचा दर्जा कमी होतो.,स्टोरेजमधून संक्रमित बल्ब ताबडतोब काढा आणि टाकून द्या
wheat,Leaves begin to yellow and dry from the tips downward.,Brown Rust,brown_rust,high,Apply Azoxystrobin fungicide at grain filling stage,Puccinia triticina,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),गेहूँ,भूरी गेरुआ,पत्तियाँ सिरों से नीचे की ओर पीली होकर सूखने लगती हैं।,अनाज भरने के चरण में एज़ोक्सीस्ट्रोबिन कवकनाशी का प्रयोग करें,तपकिरी,पाने पिवळी पडू लागतात आणि टोकापासून खालच्या दिशेने कोरडी पडतात.,दाणे भरण्याच्या अवस्थेत अझॉक्सीस्ट्रोबिन बुरशीनाशकाचा वापर करा
sugarcane,Shorter internodes give the plant a compact appearance.,Yellow Leaf Disease,yellow_leaf_disease,low,Treat setts with hot water at 50 degree for 2 hours time,Sugarcane yellow leaf virus,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),गन्ना,पीली पत्ती रोग,छोटे इंटरनोड्स पौधे को एक कॉम्पैक्ट रूप देते हैं।,सेटों को 2 घंटे तक 50 डिग्री तापमान पर गर्म पानी से उपचारित करें,पिवळा पानांचा रोग,लहान इंटरनोड्स वनस्पतीला एक संक्षिप्त स्वरूप देतात.,गरम पाण्याने 50 अंशांवर 2 तासांच्या वेळेस सेट्सवर उपचार करा
sugarcane,A greyish color with black dots is seen at the stem base.,Red Rot,red_rot,low,Apply Propiconazole 25 EC spray on leaf sheath and midrib,Colletotrichum falcatum,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),गन्ना,लाल सड़न,तने के आधार पर भूरे रंग के साथ काले बिंदु दिखाई देते हैं।,पत्ती के आवरण और मध्य शिरा पर प्रोपीकोनाज़ोल 25 ईसी स्प्रे लगाएं,लाल कुज,स्टेमच्या पायावर काळा ठिपके असलेला राखाडी रंग दिसतो.,प्रोपिकोनाझोल 25 EC फवारणी पानांच्या आवरणावर आणि मिड्रिबवर लावा
tomato,Early leaf fall reduces photosynthesis and affects pod filling.,Tomato Leaf Curl Virus,tomato_leaf_curl_virus,high,Set up yellow sticky traps to monitor whitefly numbers,Tomato leaf curl virus,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),टमाटर,मरोड़िया,जल्दी पत्ती गिरने से प्रकाश संश्लेषण कम हो जाता है और फली भरने पर असर पड़ता है।,सफेद मक्खी की संख्या पर नजर रखने के लिए पीले चिपचिपे जाल लगाएं,टोमॅटोवरील पर्णगुच्छ,लवकर पाने पडल्याने प्रकाश संश्लेषण कमी होते आणि शेंगा भरण्यावर परिणाम होतो.,पांढऱ्या माशीच्या संख्येवर लक्ष ठेवण्यासाठी पिवळे चिकट सापळे लावा
soyabean,Dark sunken spots develop on stems and leaf stalks.,Charcoal Rot,charcoal_rot,high,Use resistant variety NRC 37 for charcoal rot management,Macrophomina phaseolina,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),सोयाबीन,चारकोल रोट,तने और पत्ती के डंठल पर गहरे धंसे हुए धब्बे विकसित हो जाते हैं।,चारकोल सड़न प्रबंधन के लिए प्रतिरोधी किस्म एनआरसी 37 का उपयोग करें,कोळशी कूज,देठांवर आणि पानांच्या देठांवर गडद बुडलेले ठिपके तयार होतात.,कोळशाच्या सडण्याच्या व्यवस्थापनासाठी प्रतिरोधक वाण NRC 37 वापरा
soyabean,"Inside the pseudostem, a brown discoloration is visible.",Soybean Rust,soybean_rust,low,Apply Propiconazole 25 EC at 1 ml per liter foliar spray,Phakopsora pachyrhizi,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),सोयाबीन,सोयाबीन रस्ट,छद्म तने के अंदर भूरे रंग का मलिनकिरण दिखाई देता है।,प्रोपीकोनाज़ोल 25 ईसी 1 मिलीलीटर प्रति लीटर की दर से पर्ण छिड़काव करें,सोयाबीनवरील तांबेरा,"स्यूडोस्टेमच्या आत, तपकिरी रंगाचा रंग दिसतो.",प्रोपिकोनाझोल 25 ईसी 1 मिली प्रति लिटर या प्रमाणात फवारणी करा
cotton,Multiple eye-like spots on leaves lead to complete leaf death.,Anthracnose,anthracnose,low,Apply Carbendazim 50 WP at 1 gram per liter spray water,Colletotrichum capsici,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),कपास,एन्थ्रेक्नोज,पत्तियों पर अनेक आँख जैसे धब्बे होने से पत्ती पूरी तरह नष्ट हो जाती है।,कार्बेन्डाजिम 50 डब्लूपी 1 ग्राम प्रति लीटर पानी में मिलाकर छिड़काव करें,कवड्या,पानांवर डोळ्यांसारखे अनेक ठिपके पडून पानांचा संपूर्ण मृत्यू होतो.,कार्बेन्डाझिम ५० डब्ल्यूपी १ ग्रॅम प्रति लिटर पाण्यात मिसळून फवारणी करावी
banana,The dead tissue spreads from the top to older parts downward.,Moko Disease,moko_disease,high,Use tissue culture plants that are disease certified,Ralstonia solanacearum,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),केला,मोको रोग,मृत ऊतक ऊपर से पुराने भागों में नीचे की ओर फैलते हैं।,ऐसे टिशू कल्चर पौधों का उपयोग करें जो रोग प्रमाणित हों,मोको रोग,मृत ऊती वरपासून जुन्या भागांमध्ये खालच्या दिशेने पसरतात.,रोग प्रमाणित असलेल्या टिश्यू कल्चर वनस्पती वापरा
rice,Uneven yellow patches in the field indicate tungro infection clusters.,Rice Blast,rice_blast,high,Apply Propiconazole plus Tricyclazole combination spray,Magnaporthe oryzae,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),चावल,धान का झोंका रोग,खेत में असमान पीले धब्बे टुंग्रो संक्रमण समूहों का संकेत देते हैं।,प्रोपिकोनाज़ोल प्लस ट्राइसाइक्लाज़ोल संयोजन स्प्रे लगाएं,करपा,शेतात असमान पिवळे ठिपके टंग्रो संसर्गाचे क्लस्टर दर्शवतात.,प्रोपिकोनाझोल अधिक ट्रायसायक्लाझोल एकत्रित स्प्रे लावा
groundnut,The bolls start turning dark brown from the tip side.,Bud Necrosis Disease,bud_necrosis_disease,low,Apply Fipronil 5 SC at 1.5 ml per liter foliar spray mix,Groundnut bud necrosis virus,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),मूंगफली,कली ऊतकक्षय रोग,बीजकोष सिरे की ओर से गहरे भूरे रंग के होने लगते हैं।,फिप्रोनिल 5 एससी 1.5 मिली प्रति लीटर पर्ण स्प्रे मिश्रण लगाएं,शेंडा मर,बोळे टोकापासून गडद तपकिरी होऊ लागतात.,फिप्रोनिल 5 एससी 1.5 मिली प्रति लिटर या प्रमाणात फॉलीअर स्प्रे मिसळा
rice,Areas below the white powdery growth turn yellow.,Rice Tungro,rice_tungro,moderate,Spray Thiamethoxam on leafhopper in surrounding area,Rice Tungro Bacilliform Virus and Rice Tungro Spherical Virus,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),चावल,राइस टुंग्रो वायरस,सफेद पाउडरयुक्त वृद्धि के नीचे के क्षेत्र पीले हो जाते हैं।,आस-पास के क्षेत्र में लीफहॉपर पर थायमेथोक्सम का छिड़काव करें,टुंग्रो विषाणू,पांढऱ्या पावडरच्या वाढीच्या खाली असलेले क्षेत्र पिवळे होतात.,आजूबाजूच्या परिसरात थायमेथॉक्समची फवारणी लीफहॉपरवर करा
cotton,Ratoon crops show more smut infection than the first crop.,Pink Bollworm Blight,pink_bollworm_blight,low,Apply Mancozeb 75 WP at 2 gram per liter foliar spray,Colletotrichum gossypii,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),कपास,गुलाबी सुंडी झुलसा,पेड़ी की फसल में पहली फसल की तुलना में अधिक स्मट संक्रमण दिखाई देता है।,मैंकोजेब 75 डब्लूपी 2 ग्राम प्रति लीटर की दर से पर्ण छिड़काव करें,गुलाबी बोंड अळीचा प्रादुर्भाव,रटून पिके पहिल्या पिकापेक्षा जास्त स्मट संसर्ग दर्शवतात.,मॅन्कोझेब 75 डब्ल्यूपी 2 ग्रॅम प्रति लिटर या प्रमाणात फवारणी करा
wheat,Leaf edges show pale green wavy lines that slowly turn yellow.,Powdery Mildew,powdery_mildew,low,Apply potassium silicate foliar spray to strengthen leaves,Blumeria graminis,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),गेहूँ,चूर्णी फफूंद,पत्ती के किनारों पर हल्की हरी लहरदार रेखाएँ दिखाई देती हैं जो धीरे-धीरे पीली हो जाती हैं।,पत्तियों को मजबूत करने के लिए पोटेशियम सिलिकेट पर्ण स्प्रे लगाएं,भुरी रोग,पानांच्या कडा फिकट हिरव्या नागमोडी रेषा दाखवतात ज्या हळूहळू पिवळ्या होतात.,पाने मजबूत करण्यासाठी पोटॅशियम सिलिकेट पर्णासंबंधी स्प्रे लावा
sugarcane,Brownish streaks between veins spread across the leaf.,Smut,smut,low,Soak setts in Triadimefon 25 WP at 0.1% solution before planting,Sporisorium scitamineum,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),गन्ना,कंडुआ रोग,शिराओं के बीच भूरी धारियाँ पत्ती पर फैली हुई हैं।,रोपण से पहले सेटों को ट्रायडाइमफ़ोन 25 WP में 0.1% घोल में भिगोएँ,कानी,शिरा दरम्यान तपकिरी रेषा पानावर पसरतात.,लागवडीपूर्वी ट्रायडाइमफोन 25 डब्ल्यूपी 0.1% द्रावणात भिजवा
rice,Young leaves show a mix of light and dark green mosaic patterns.,Bacterial Leaf Blight,bacterial_leaf_blight,moderate,Spray Plantomycin at 1g per liter and use balanced NPK,Xanthomonas oryzae pv. oryzae,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),चावल,जीवाणु पत्ती झुलसा,नई पत्तियाँ हल्के और गहरे हरे मोज़ेक पैटर्न का मिश्रण दिखाती हैं।,प्लांटोमाइसिन 1 ग्राम प्रति लीटर की दर से छिड़काव करें तथा संतुलित एनपीके का प्रयोग करें,जिवाणूजन्य करपा,कोवळ्या पाने हलक्या आणि गडद हिरव्या मोज़ेक नमुन्यांचे मिश्रण दर्शवतात.,प्लांटोमायसिन 1 ग्रॅम प्रति लिटर या प्रमाणात फवारणी करा आणि संतुलित NPK वापरा
maize,"Some leaves turn yellow-orange, and fewer tillers are formed.",Southern Corn Leaf Blight,southern_corn_leaf_blight,high,Spray mancozeb 75% WP at 2 kg per hectare,Bipolaris maydis,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),मक्का,दक्षिणी मक्का पत्ती झुलसा,"कुछ पत्तियाँ पीली-नारंगी हो जाती हैं, और कम टिलर बनते हैं।",मैंकोजेब 75% डब्लूपी 2 किलोग्राम प्रति हेक्टेयर की दर से छिड़काव करें,दक्षिण मका पर्ण करपा,काही पाने पिवळी-केशरी होतात आणि कमी नाले तयार होतात.,मॅन्कोझेब 75% WP 2 किलो प्रति हेक्टरी फवारावे
soyabean,Top leaves show yellow patches with irregular spots.,Soybean Mosaic Virus,soybean_mosaic_virus,low,Spray Imidacloprid 17.8 SL at 0.3 ml per liter for aphid,Soybean mosaic virus,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),सोयाबीन,सोयाबीन मोजेक वायरस,शीर्ष पत्तियों पर अनियमित धब्बों के साथ पीले धब्बे दिखाई देते हैं।,एफिड के लिए इमिडाक्लोप्रिड 17.8 एसएल 0.3 मिली प्रति लीटर का छिड़काव करें,केवडा,वरच्या पानांवर अनियमित ठिपके असलेले पिवळे ठिपके दिसतात.,ऍफिडसाठी इमिडाक्लोप्रिड 17.8 एसएल 0.3 मिली प्रति लिटर या प्रमाणात फवारणी करावी
rice,"In wet soil, bluish-grey fungal growth appears on roots.",Rice Tungro,rice_tungro,moderate,Apply Clothianidin spray to reduce leafhopper numbers,Rice Tungro Bacilliform Virus and Rice Tungro Spherical Virus,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),चावल,राइस टुंग्रो वायरस,"गीली मिट्टी में, जड़ों पर नीले-भूरे रंग की कवक वृद्धि दिखाई देती है।",लीफहॉपर की संख्या कम करने के लिए क्लॉथियानिडिन स्प्रे लगाएं,टुंग्रो विषाणू,"ओल्या जमिनीत, मुळांवर निळसर-राखाडी बुरशीची वाढ दिसून येते.",लीफहॉपरची संख्या कमी करण्यासाठी क्लोथियानिडिन स्प्रे लावा
sugarcane,The main tuber rots completely into a foul-smelling soft mass.,Pokkah Boeng,pokkah_boeng,high,Spray Trifloxystrobin 25 WG at 0.5 gram per liter spray,Fusarium moniliforme,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),गन्ना,पोक्का बोइंग,मुख्य कंद पूरी तरह सड़ कर एक दुर्गंधयुक्त नरम द्रव्यमान में बदल जाता है।,ट्राइफ्लॉक्सीस्ट्रोबिन 25 डब्ल्यूजी 0.5 ग्राम प्रति लीटर की दर से छिड़काव करें,शेंडा कुजणे,मुख्य कंद पूर्णपणे कुजून दुर्गंधीयुक्त मऊ वस्तुमान बनतो.,ट्रायफ्लॉक्सिस्ट्रोबिन 25 डब्ल्यूजी 0.5 ग्रॅम प्रति लिटर फवारणी करा
soyabean,Dark spots cause leaves to fall early during rainy conditions.,Sudden Death Syndrome,sudden_death_syndrome,low,Apply Metalaxyl seed treatment to protect early root growth,Fusarium virguliforme,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),सोयाबीन,सडन डेथ सिंड्रोम,बारिश की स्थिति में काले धब्बों के कारण पत्तियाँ जल्दी गिर जाती हैं।,जड़ की शीघ्र वृद्धि को बचाने के लिए मेटालैक्सिल बीज उपचार लागू करें,अचानक वाळणे,गडद डागांमुळे पावसाळ्यात पाने लवकर पडतात.,मुळांच्या लवकर वाढीचे संरक्षण करण्यासाठी मेटालॅक्सिल बियाणे प्रक्रिया करा
potato,"After severe wilting, only thin dry stalks remain standing.",Blackleg,blackleg,low,Avoid planting in waterlogged fields with poor drainage,Pectobacterium atrosepticum,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),आलू,काली टांग रोग,गंभीर रूप से मुरझाने के बाद केवल पतले सूखे डंठल ही खड़े रह जाते हैं।,खराब जल निकासी वाले जलजमाव वाले खेतों में रोपण से बचें,काळी कुज,"तीव्र कोमेजल्यानंतर, फक्त पातळ कोरडे देठ उभे राहतात.",पाण्याचा निचरा कमी असलेल्या शेतात लागवड करणे टाळा
cotton,The panicle trapped in the rotted sheath produces empty grains.,Alternaria Leaf Spot,alternaria_leaf_spot,low,Apply Iprodione 50 WP at 1 gram per liter for control,Alternaria macrospora,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),कपास,अल्टरनेरिया पत्ती धब्बा,सड़े हुए आवरण में फंसा पुष्पगुच्छ खाली अनाज पैदा करता है।,नियंत्रण के लिए आईप्रोडियोन 50 डब्लूपी 1 ग्राम प्रति लीटर की दर से प्रयोग करें,अल्टरनेरिया पानांवरील ठिपके,कुजलेल्या आवरणात अडकलेल्या पॅनिकलमधून रिकामे धान्य तयार होते.,नियंत्रणासाठी Iprodione 50 WP 1 ग्रॅम प्रति लिटर या प्रमाणात वापरा
sugarcane,Leaflets show burning between veins and start dropping off.,Wilt,wilt,low,Spray Propiconazole 25 EC at 1 ml per liter on young crop,Fusarium sacchari,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),गन्ना,उकठा रोग,पत्तों में शिराओं के बीच जलन दिखाई देती है और गिरने लगती है।,नई फसल पर प्रोपिकोनाजोल 25 ईसी 1 मिली प्रति लीटर की दर से छिड़काव करें,मर रोग,पत्रके शिरा दरम्यान जळत असल्याचे दर्शवितात आणि खाली पडू लागतात.,कोवळ्या पिकावर प्रोपिकोनाझोल 25 ईसी 1 मिली प्रति लिटर या प्रमाणात फवारावे
rice,Leaf stalks and stems turn black and become water-soaked.,Sheath Rot,sheath_rot,high,Spray Tebuconazole 25.9% EC at 1ml per liter water,Sarocladium oryzae,Kaggle: ammar019/indian-crop-disease-dataset-hindi-and-marathi (CC BY 4.0),चावल,शीथ रोट,पत्तियों के डंठल और तने काले पड़ जाते हैं और पानी से लथपथ हो जाते हैं।,टेबुकोनाजोल 25.9% ईसी 1 मिलीलीटर प्रति लीटर पानी में मिलाकर छिड़काव करें,पर्णकोश कूज,पानांचे देठ आणि देठ काळे होतात आणि पाण्यात भिजतात.,टेबुकोनाझोल 25.9% EC 1 मिली प्रति लिटर पाण्यात फवारावे
